studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Block,entryType,Grain.test.weight...g.l.CO_321.0001210,Grain.yield...kg.ha.CO_321.0001218,Plant.height...cm.CO_321.0001301
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384893,IL2020-9828,plot,1391384,YT_Urb_22-832,1,1,832,16,25,2,test,792.44,7184.62,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385390,IL2021-42056,plot,1391064,YT_Urb_22-869,1,1,869,16,26,2,test,792.61,6943.6,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385185,IL2020-14337,plot,1392451,YT_Urb_22-900,1,1,900,16,27,2,test,770.83,6131.61,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384783,IL2021-18549,plot,1390997,YT_Urb_22-937,1,1,937,16,28,2,test,808.17,6274.43,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383845,IL2021-47149,plot,1391568,YT_Urb_22-968,1,1,968,16,29,2,test,804.07,6080.76,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385453,IL2021-14476,plot,1391472,YT_Urb_22-1005,1,1,1005,16,30,2,test,801.22,7122.49,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386632,IL19-13707,plot,1392279,YT_Urb_22-1036,1,1,1036,16,31,2,test,803.52,6078.85,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382933,IL2021-43633,plot,1392313,YT_Urb_22-1073,1,1,1073,16,32,3,test,792.8,7387.11,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385370,IL19-19146,plot,1391172,YT_Urb_22-1104,1,1,1104,16,33,3,test,786.69,6850.7,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383410,US17-IL-111-006,plot,1391424,YT_Urb_22-1141,1,1,1141,16,34,3,test,793.33,5795.53,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386956,IL16LCSDH-02-T-864-60,plot,1391189,YT_Urb_22-1172,1,1,1172,16,35,3,test,790.66,5433.69,99.06
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385167,IL2021-4037,plot,1391175,YT_Urb_22-1209,1,1,1209,16,36,3,test,790.29,6609.52,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386813,IL2021-35909,plot,1391498,YT_Urb_22-1240,1,1,1240,16,37,3,test,786.69,6253.98,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384261,IL2021-46009,plot,1391098,YT_Urb_22-1277,1,1,1277,16,38,3,test,783.66,6640.92,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384599,IL18-22132,plot,1391008,YT_Urb_22-1308,1,1,1308,16,39,3,test,804.07,6018.55,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385230,IL2021-19253,plot,1391984,YT_Urb_22-1345,1,1,1345,16,40,3,test,756.53,7276.94,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385822,IL2020-1578,plot,1391851,YT_Urb_22-1376,1,1,1376,16,41,3,test,778.65,6695.29,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382898,IL16LCSDH-06-T-2661-206,plot,1391770,YT_Urb_22-1413,1,1,1413,16,42,3,test,761.62,7538.06,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382530,IL2021-39857,plot,1391271,YT_Urb_22-1444,1,1,1444,16,43,3,test,805.88,6904.99,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385296,IL2021-5801,plot,1391842,YT_Urb_22-1481,1,1,1481,16,44,3,test,793.33,7114.46,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384567,IL2021-34749,plot,1392088,YT_Urb_22-1512,1,1,1512,16,45,3,test,801.92,6570.25,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383682,IL2020-10023,plot,1392506,YT_Urb_22-1549,1,1,1549,16,46,3,test,781.66,6920.45,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384952,IL2020-15438,plot,1391514,YT_Urb_22-1580,1,1,1580,16,47,3,test,809.99,6384.61,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383051,IL16LCSDH-07-T-2662-241,plot,1391844,YT_Urb_22-17,1,1,17,17,1,1,test,794.23,7059.95,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384940,IL2020-11426,plot,1391775,YT_Urb_22-52,1,1,52,17,2,1,test,780.28,7324.9,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384184,IL2021-42149,plot,1391000,YT_Urb_22-85,1,1,85,17,3,1,test,789.57,7075.67,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384661,IL2021-40711,plot,1391928,YT_Urb_22-120,1,1,120,17,4,1,test,821.61,6174.07,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383717,IL2021-16676,plot,1392329,YT_Urb_22-153,1,1,153,17,5,1,test,782.54,7648.03,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1387138,IL2021-11835,plot,1391171,YT_Urb_22-188,1,1,188,17,6,1,test,799.06,6142.97,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386127,IL19-16152,plot,1391061,YT_Urb_22-221,1,1,221,17,7,1,test,784.55,7246.36,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382609,IL2021-18124,plot,1392311,YT_Urb_22-256,1,1,256,17,8,1,test,797.1,7742.9,111.76
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384762,IL2021-24655,plot,1392029,YT_Urb_22-289,1,1,289,17,9,1,test,784.92,6967.14,104.14
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385088,Pio 25R74,plot,1392191,YT_Urb_22-324,1,1,324,17,10,1,check,787.06,7929.1,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385451,IL2020-10267,plot,1391575,YT_Urb_22-357,1,1,357,17,11,1,test,795.3,6928.33,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386029,IL2021-24365,plot,1391895,YT_Urb_22-392,1,1,392,17,12,1,test,778.01,7175.06,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382595,IL2021-43926,plot,1391897,YT_Urb_22-425,1,1,425,17,13,1,test,809.08,7192.71,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1345266,IL19-21652,plot,1392209,YT_Urb_22-460,1,1,460,17,14,1,test,755.27,6966.95,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382747,IL2020-2775,plot,1390970,YT_Urb_22-493,1,1,493,17,15,1,test,795.66,6842.71,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384074,IL2021-33409,plot,1392397,YT_Urb_22-528,1,1,528,17,16,2,test,767.36,7371.03,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385239,IL16LCSDH-07-T-2662-222,plot,1391547,YT_Urb_22-561,1,1,561,17,17,2,test,803.02,6517.47,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385858,IL2021-8279,plot,1391182,YT_Urb_22-596,1,1,596,17,18,2,test,806.23,6625.39,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386763,IL2020-7415,plot,1392429,YT_Urb_22-629,1,1,629,17,19,2,test,794.41,5316.92,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386008,IL2020-15405,plot,1391600,YT_Urb_22-664,1,1,664,17,20,2,test,800.67,5581.6,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382656,IL19-19159,plot,1392116,YT_Urb_22-697,1,1,697,17,21,2,test,797.81,6516.21,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385594,IL2021-26068,plot,1391218,YT_Urb_22-732,1,1,732,17,22,2,test,803.72,7503.08,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383659,IL2021-6841,plot,1391416,YT_Urb_22-765,1,1,765,17,23,2,test,776.4,5282.05,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386692,IL2021-29623,plot,1391224,YT_Urb_22-800,1,1,800,17,24,2,test,789.57,6819.65,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383326,IL2021-28923,plot,1392044,YT_Urb_22-833,1,1,833,17,25,2,test,790.46,7524.93,86.36
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385639,IL19-21865,plot,1391633,YT_Urb_22-868,1,1,868,17,26,2,test,794.59,7013.61,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384116,IL2021-29865,plot,1391612,YT_Urb_22-901,1,1,901,17,27,2,test,787.06,5803.29,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385861,IL2021-31744,plot,1392530,YT_Urb_22-936,1,1,936,17,28,2,test,802.12,5376.58,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386090,US16-IL-063-026,plot,1391911,YT_Urb_22-969,1,1,969,17,29,2,test,808.74,6283.63,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384592,IL2021-39307,plot,1391250,YT_Urb_22-1004,1,1,1004,17,30,2,test,716.31,6548.47,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385005,IL19-14856,plot,1392132,YT_Urb_22-1037,1,1,1037,17,31,2,test,800.31,7068.3,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384113,IL2021-21479,plot,1392104,YT_Urb_22-1072,1,1,1072,17,32,3,test,763.21,7176.53,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386913,IL2021-43334,plot,1392309,YT_Urb_22-1105,1,1,1105,17,33,3,test,763.21,6842.92,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386784,IL2021-18141,plot,1392096,YT_Urb_22-1140,1,1,1140,17,34,3,test,787.79,5979.67,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384846,IL2021-827,plot,1392228,YT_Urb_22-1173,1,1,1173,17,35,3,test,800.51,6571.72,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384693,IL2020-12665,plot,1392243,YT_Urb_22-1208,1,1,1208,17,36,3,test,780.78,7370.49,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385399,IL2020-3530,plot,1392182,YT_Urb_22-1241,1,1,1241,17,37,3,test,793.33,6625.68,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382543,IL2021-25931,plot,1392412,YT_Urb_22-1276,1,1,1276,17,38,3,test,793.33,6330.87,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386711,IL2021-8465,plot,1391641,YT_Urb_22-1309,1,1,1309,17,39,3,test,800.31,6345.14,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1387085,IL19-27478,plot,1391595,YT_Urb_22-1344,1,1,1344,17,40,3,test,789.93,7075.88,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385014,IL2020-16145,plot,1391012,YT_Urb_22-1377,1,1,1377,17,41,3,test,798,7090.94,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382511,IL2021-16043,plot,1391337,YT_Urb_22-1412,1,1,1412,17,42,3,test,811.93,6912.77,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385319,IL2021-40648,plot,1392129,YT_Urb_22-1445,1,1,1445,17,43,3,test,793.88,7380.83,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1387154,IL2021-11217,plot,1391107,YT_Urb_22-1480,1,1,1480,17,44,3,test,798,7199.44,99.06
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385085,IL19-21467,plot,1392070,YT_Urb_22-1513,1,1,1513,17,45,3,test,787.06,6936.02,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385368,IL19-5009,plot,1391327,YT_Urb_22-1548,1,1,1548,17,46,3,test,800.31,5933.02,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386920,IL2021-29465,plot,1391300,YT_Urb_22-1581,1,1,1581,17,47,3,test,796.2,6392.37,86.36
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383822,IL2020-13739,plot,1391783,YT_Urb_22-18,2,2,18,18,1,4,test,775.76,6967.05,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385909,IL2021-35704,plot,1392184,YT_Urb_22-51,2,2,51,18,2,4,test,799.42,6842.71,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382552,IL2021-22358,plot,1392325,YT_Urb_22-86,2,2,86,18,3,4,test,792.25,7005.35,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386922,IL19-17051,plot,1391843,YT_Urb_22-119,2,2,119,18,4,4,test,775.49,6688.49,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386155,IL2021-35649,plot,1392336,YT_Urb_22-154,2,2,154,18,5,4,test,804.07,7324.9,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382495,IL2021-17857,plot,1391385,YT_Urb_22-187,2,2,187,18,6,4,test,810.33,7379.34,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382733,IL2021-36469,plot,1391921,YT_Urb_22-222,2,2,222,18,7,4,test,808.4,7153.26,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384963,IL2020-7535,plot,1392108,YT_Urb_22-255,2,2,255,18,8,4,test,808.74,6633.15,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384648,IL19-12420,plot,1392478,YT_Urb_22-290,2,2,290,18,9,4,test,806.92,6866.06,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386259,IL2021-26916,plot,1391319,YT_Urb_22-323,2,2,323,18,10,4,test,788.16,6881.63,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385811,IL18-7943,plot,1392411,YT_Urb_22-358,2,2,358,18,11,4,test,798.52,6920.54,93.98
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383501,IL2021-22411,plot,1391552,YT_Urb_22-391,2,2,391,18,12,4,test,782.92,6726.71,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383613,IL2021-269,plot,1391890,YT_Urb_22-426,2,2,426,18,13,4,test,727.96,6388.22,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382575,IL2021-18738,plot,1391987,YT_Urb_22-459,2,2,459,18,14,4,test,790.46,6401.22,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386524,IL2020-7024,plot,1391580,YT_Urb_22-494,2,2,494,18,15,4,test,802.82,6726.16,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382699,IL2020-15256,plot,1392131,YT_Urb_22-527,2,2,527,18,16,5,test,790.82,7502.39,99.06
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384531,IL2021-5728,plot,1390986,YT_Urb_22-562,2,2,562,18,17,5,test,800.51,6990.2,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386012,IL2020-9242,plot,1392076,YT_Urb_22-595,2,2,595,18,18,5,test,796.38,6409.48,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1386680,IL16LCSDH-07-T-2662-21,plot,1391562,YT_Urb_22-630,2,2,630,18,19,5,test,814.49,6158.44,86.36
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1382835,IL2021-16572,plot,1392347,YT_Urb_22-663,2,2,663,18,20,5,test,784.55,6532.58,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385671,IL19-25764,plot,1392282,YT_Urb_22-698,2,2,698,18,21,5,test,799.42,6663.66,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384875,IL16LCSDH-03-T-865-36,plot,1391143,YT_Urb_22-731,2,2,731,18,22,5,test,802.27,6975.09,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384713,IL2020-2864,plot,1392093,YT_Urb_22-766,2,2,766,18,23,5,test,791.18,7169.09,101.6
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384570,IL2020-3234,plot,1391957,YT_Urb_22-799,2,2,799,18,24,5,test,776.52,7146.06,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383602,IL2021-1156,plot,1391854,YT_Urb_22-834,2,2,834,18,25,5,test,763.28,7438.35,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1387005,IL2021-18265,plot,1391732,YT_Urb_22-867,2,2,867,18,26,5,test,809.08,6430.67,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383065,IL2021-35449,plot,1392014,YT_Urb_22-902,2,2,902,18,27,5,test,789.77,5774.91,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385195,IL2020-7954,plot,1391902,YT_Urb_22-935,2,2,935,18,28,5,test,789.77,4902.05,91.44
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385924,IL19-20348,plot,1391607,YT_Urb_22-970,2,2,970,18,29,5,test,786.9,6406.77,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384244,IL2021-34808,plot,1391446,YT_Urb_22-1003,2,2,1003,18,30,5,test,788.89,6116.88,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1383895,IL2021-39970,plot,1391365,YT_Urb_22-1038,2,2,1038,18,31,5,test,800.31,6796.14,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384242,IL19-3502,plot,1392052,YT_Urb_22-1071,2,2,1071,18,32,6,test,790.66,5924.12,106.68
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1384482,IL2021-21471,plot,1391343,YT_Urb_22-1106,2,2,1106,18,33,6,test,774.01,6726.16,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385610,IL2021-29337,plot,1392120,YT_Urb_22-1139,2,2,1139,18,34,6,test,781.66,6432.22,96.52
2022,367,University of Illinois,,9337,YT_Urb_22,Yield trial to evaluate IL breeding lines,p-rep,NA,NA,2021-September-28,,211,"Urbana, IL",1385576,IL2021-27928,plot,1391981,YT_Urb_22-1174,2,2,1174,18,35,6,test,775.38,6540.72,91.44
